Nome,Email,Regione,Provincia
Mocali,mocali1956@gmail.com,Toscana,Siena
Monte Bernardi,mb@montebernardi.com,Toscana,Firenze
MonteRosola,tenutamonterosola@gmail.com,Toscana,Pisa
Montecivoli,info@montecivoli.it,Toscana,Grosseto
Monterotondo,info@agriturismomonterotondo.net,Toscana,Siena
Monteti,info@tenutamonteti.it,Toscana,Grosseto
Monteverro,info@monteverro.com,Toscana,Grosseto
Morandi,info@morandiwine.com,Toscana,Arezzo
Motta,info@mottavini.com,Toscana,Grosseto
Máté Wine,info@matewine.com,Toscana,Siena
Padelletti,padellettishop@gmail.com,Toscana,Siena
Palagetto,tasting@palagetto.it,Toscana,Siena
Panzanello,info@panzanello.it,Toscana,Firenze
Paolo e Lorenzo Marchionni,info@vigliano.com,Toscana,Firenze
Pasolini Dall&#039;Onda,info@pasolinidallonda.com,Toscana,Firenze
Pasqualetti Viticoltori,viticoltori@pasqualetti-viticoltori.com,Toscana,Pisa
Paterna,paterna@paterna.it,Toscana,Arezzo
Pepi Lignana,amministrazione@pepilignanawine.com,Toscana,Grosseto
Perazzeta,info@perazzeta.com,Toscana,Grosseto
Pian dell&#039;Orino,info@piandellorino.it,Toscana,Siena
Piandaccoli,info@piandaccoli.it,Toscana,Firenze
Pierazzuoli Enrico,info@enricopierazzuoli.com,Toscana,Firenze
Pietro Beconcini,info@pietrobeconcini.com,Toscana,Pisa
Pieve De&#039; Pitti,wine@pievedepitti.it,Toscana,Pisa
Pieve di Spaltenna,market@pievedispaltenna.it,Toscana,Siena
Piombaia,segreteria@piombaia.com,Toscana,Siena
Podere 414,info@podere414.it,Toscana,Grosseto
Podere Arcangelo,info@poderearcangelo.it,Toscana,Siena
Podere Brizio,info@poderebrizio.it,Toscana,Siena
Podere Capaccia,info@poderecapaccia.com,Toscana,Siena
Podere Castellaccia,info@poderecastellaccia.com,Toscana,Grosseto
Podere Ciona,info@podereciona.com,Toscana,Siena
Podere Collelungo,info@collelungo.com,Toscana,Siena
Podere Còncori,info@podereconcori.com,Toscana,Lucca
Podere Ema,info@podereema.it,Toscana,Firenze
Podere Erica,info@podereerica.com,Toscana,Firenze
Podere Forte,podereforte@podereforte.it,Toscana,Siena
Podere Fortuna,wine@poderefortuna.com,Toscana,Firenze
Podere Il Palazzino,palazzino@podereilpalazzino.it,Toscana,Siena
Podere La Cappella,info@poderelacappella.it,Toscana,Firenze
Podere La Mercareccia,info@lamercareccia.it,Toscana,Pisa
Podere La Regola,info@laregola.com,Toscana,Pisa
Podere La Vigna,info@poderelavigna.it,Toscana,Siena
Podere Le Boncie,info@leboncie.it,Toscana,Siena
Podere Le Bèrne,leberne@libero.it,Toscana,Siena
Podere Le Ripi,info@podereleripi.it,Toscana,Siena
Podere Morazzano,info@poderemorazzano.it,Toscana,Pisa
Podere Nannini,info@vininannini.it,Toscana,Livorno
Podere Poggio Scalette,info@poggioscalette.it,Toscana,Firenze
Podere Poggio al Gello,info@poggioalgello.it,Toscana,Grosseto
Podere San Giacomo,info@poderesangiacomo.it,Toscana,Siena
Podere San Michele,info@poderesanmichele.it,Toscana,Livorno
Podere Sanlorenzo,info@poderesanlorenzo.net,Toscana,Siena
Podere Scurtarola,info@scurtarola.com,Toscana,Massa Carrara
Podere Torcilacqua,info@torcilacqua.it,Toscana,Firenze
Podere Val di Toro,valditoro@valditoro.it,Toscana,Grosseto
Podere dell&#039;Anselmo,podere.anselmo@forconi.it,Toscana,Firenze
Podere il Conventino,info@ilconventino.it,Toscana,Siena
Poderi Sanguineto,sanguineto@tin.it,Toscana,Siena
Poderi del Paradiso,poderidelparadiso@cappelligraziella.191.it,Toscana,Siena
Poderi di Capo d&#039;Uomo,info@capoduomo.com,Toscana,Grosseto
Poggio Brigante,poggiobrigante@gmail.com,Toscana,Grosseto
Poggio Cagnano,info@poggiocagnano.it,Toscana,Grosseto
Poggio Concezione,info@poggioconcezione.it,Toscana,Grosseto
Poggio La Luna,elisabetta@poggiolaluna.it,Toscana,Grosseto
Poggio Mandorlo,info@poggiomandorlo.it,Toscana,Grosseto
Poggio Nibbiale,buchheim@nibbiale.com,Toscana,Grosseto
Poggio Terralba,info@poggioterralba.it,Toscana,Pisa
Poggio Torselli,info@poggiotorselli.it,Toscana,Firenze
Poggio Trevvalle,valle@poggiotrevvalle.it,Toscana,Grosseto
Poggio al Sole,info@poggioalsole.com,Toscana,Firenze
Poggio di Cicignano,info@poggiodicicignano.com,Toscana,Prato
PoggioConte,info@poggioconte.it,Toscana,Siena
Pogio Molina,info@poggiomolina.it,Toscana,Arezzo
Pometti,info@pometti.it,Toscana,Siena
Querce Bettina,info@quercebettina.it,Toscana,Siena
Quercecchio,quercecchio@quercecchio.it,Toscana,Siena
Quercialuce,ordina@quercialuce.it,Toscana,Pisa
Rascioni &amp; Cecconello,info@poggiociliegio.it,Toscana,Grosseto
Ravazzi,info@ravazzi.it,Toscana,Siena
Renzo Marinai,info@renzomarinai.it,Toscana,Firenze
Rigoloccio,info@rigoloccio.it,Toscana,Grosseto
Rocca di Montegrossi,roccadimontegrossi@chianticlassico.com,Toscana,Siena
Roccapesta,info@roccapesta.com,Toscana,Grosseto
Rubicini,rubicini@rubicini.com,Toscana,Siena
Salvadori Cesare,info@salvadoriwine.com,Toscana,Firenze
San Benedetto,info@agrisanbenedetto.com,Toscana,Siena
San Felo,info@fattoriasanfelo.it,Toscana,Grosseto
San Giorgio a Lapi,info@sangiorgioalapi.it,Toscana,Siena
Sant&#039;Agnese,giglipa@hotmail.com,Toscana,Livorno
Santa Liberata,daniele@chiantisantaliberata.com,Toscana,Firenze
Sasso di Sole,info@sassodisole.it,Toscana,Siena
Savignola Paolina,info@savignolapaolina.it,Toscana,Firenze
Scuola Mocajo,scuolamocajo@gmail.com,Toscana,Pisa
Sensi,marketing@sensivini.com,Toscana,Pistoia
Sensi Vini,sensi@sensivini.com,Toscana,Pistoia
Sequerciani,info@sequerciani.it,Toscana,Grosseto
Serraiola,info@serraiola.it,Toscana,Grosseto
Setriolo,info@setriolo.com,Toscana,Siena
Società Agricola Il Sosso,info@ilsosso.it,Toscana,Siena
Società Agricola Le Buche,info@lebuche.eu,Toscana,Siena
Società Agricola Le Capanne,info@gabrielemazzeschi.com,Toscana,Arezzo
Società Agricola Tenuta Cavallini,info@icavallini.it,Toscana,Grosseto
Società Agricola Terenzi,info@terenzi.eu,Toscana,Grosseto
Sodini,info@vinisodini.it,Toscana,Massa Carrara
Solaria,solaria@solariacencioni.com,Toscana,Siena
Tenimenti Luigi D&#039;Alessandro,info@tenimentidalessandro.it,Toscana,Arezzo
Tenuta Acquacalda,info@tenutaacquacalda.com,Toscana,Livorno
Tenuta Agricola Il Molino di Grace,info@ilmolinodigrace.it,Toscana,Firenze
Tenuta Bacco a Petroio,info@baccoapetroio.it,Toscana,Firenze
Tenuta Bonomonte,info@bonomonte.com,Toscana,Firenze
Tenuta Bossi,tenutabossi@gondi.com,Toscana,Firenze
Tenuta Carlina,info@brunellolatogata.com,Toscana,Siena
Tenuta Casa Dei,info@tenutacasadei.it,Toscana,Firenze
Tenuta Col D&#039;Orcia,info@coldorcia.it,Toscana,Siena
Tenuta Corte Pavone,lo@cker.it,Toscana,Siena
Tenuta Crocedimezzo,crocedimezzo@crocedimezzo.com,Toscana,Siena
Tenuta Dondaia,info@tenutatondaia.com,Toscana,Grosseto
Tenuta Fanti,info@tenutafanti.it,Toscana,Siena
Tenuta Il Corno,amministrazione@tenutailcorno.com,Toscana,Firenze
Tenuta Il Fontino,fontino@cometanet.it,Toscana,Grosseto
Tenuta Il Greppo,biondisanti@biondisanti.it,Toscana,Siena
Tenuta L&#039;Impostino,info@tenutaimpostino.it,Toscana,Grosseto
Tenuta La Macchia,info@tenutalamacchia.com,Toscana,Pisa
Tenuta La Mormoraia,info@mormoraia.it,Toscana,Siena
Tenuta La Novella,info@tenutalanovella.com,Toscana,Firenze
Tenuta Maiano,info@tenutamaiano.it,Toscana,Firenze
Tenuta Mocajo,info@mocajo.com,Toscana,Pisa
Tenuta Montauto,info@montauto.org,Toscana,Grosseto
Tenuta Montiani,info@tenutamontiani.it,Toscana,Firenze
Tenuta Moriano,info@tenutamoriano.com,Toscana,Firenze
Tenuta Pakravan Papi,info@pakravan-papi.it,Toscana,Pisa
Tenuta Pietramora,info@tenutapietramora.it,Toscana,Grosseto
Tenuta Podernovo,s.santoni@tenutapodernovo.it,Toscana,Pisa
Tenuta Poggio Verrano,info@poggioverrano.it,Toscana,Grosseto
Tenuta Riseccoli,info@riseccoli.com,Toscana,Firenze
Tenuta Roccaccia,info@tenutaroccaccia.it,Toscana,Grosseto
Tenuta San Jacopo in Castiglioni,info@tenutasanjacopo.it,Toscana,Arezzo
Tenuta San Vito,sanvito@san-vito.com,Toscana,Firenze
Tenuta Torciano,torciano@torciano.com,Toscana,Siena
Tenuta Valdipiatta,info@valdipiatta.it,Toscana,Siena
Tenuta Villa Pinciana,info@villapinciana.com,Toscana,Grosseto
Tenuta Villa Trasqua,info@villatrasqua.it,Toscana,Siena
Tenuta Vitanza,info@tenutavitanza.it,Toscana,Siena
Tenuta del Ghisone,info@chiantighisone.it,Toscana,Firenze
Tenuta del Palagio,info@tenutadelpalagio.it,Toscana,Firenze
Tenuta delle Ripalte,info@tenutadelleripalte.it,Toscana,Livorno
Tenuta di Artimino,fattoria@artimino.com,Toscana,Prato
Tenuta di Bagnolo,info@pancrazi.it,Toscana,Prato
Tenuta di Bibbiano,info@bibbiano.com,Toscana,Siena
Tenuta di Carleone,office@carleone.it,Toscana,Siena
Tenuta di Collosorbo,info@collosorbo.com,Toscana,Siena
Tenuta di Morzano,info@tenutadimorzano.it,Toscana,Firenze
Tenuta di Sesta,tenutadisesta@tenutadisesta.it,Toscana,Siena
Tenuta di Trecciano,info@trecciano.it,Toscana,Siena
Tenuta di Valgiano,info@valgiano.it,Toscana,Lucca
Tenute Pavoletti,info@tenutepavoletti.it,Toscana,Livorno
Tenute Piccini,info@tenutepiccini.it,Toscana,Siena
Tenute Pietro Caciorgna,info@tenutepietrocaciorgna.com,Toscana,Siena
Tenute San Fabiano,info@tenutesanfabiano.it,Toscana,Arezzo
Tenute Toscane,sales@tenutetoscane.com,Toscana,Siena
Tenute del Cerro,fattoriadelcerro@tenutedelcerro.it,Toscana,Siena
Terralsole,info@terralsole.com,Toscana,Siena
Terre del Sillabo,mail@terredelsillabo.it,Toscana,Lucca
Terre di Argillaia,info@terrediargillaia.it,Toscana,Firenze
Teruzzi &amp; Puthod,info@teruzzieputhod.it,Toscana,Siena
Tolaini,info@tolaini.it,Toscana,Siena
Tornesi Elisa,info@brunellotornesi.it,Toscana,Siena
Torraccia di Presura,torracciadipresura@torracciadipresura.it,Toscana,Firenze
Trambusti,gitrambu@tin.it,Toscana,Firenze
Trequanda,info@azienda-trequanda.it,Toscana,Siena
Tunia,info@tunia.it,Toscana,Arezzo
Uggiano,info@uggiano.it,Toscana,Firenze
Val delle Rose,info@valdellerose.it,Toscana,Grosseto
Valdamone,info@valdamone.it,Toscana,Livorno
Valdarno Superiore Soc. Coop.,info@valdarnosuperiore.it,Toscana,Arezzo
Valdonica,office@valdonica.com,Toscana,Grosseto
Vallepicciola,info@vallepicciola.com,Toscana,Siena
Vecchia Cantina di Montepulciano,info@vecchiacantinadimontepulciano.com,Toscana,Siena
Vigneti Ferlaino,info@vignetiferlaino.com,Toscana,Siena
Villa Calcinaia,commerciale@villacalcinaia.com,Toscana,Firenze
Villa Le Prata,info@villaleprata.com,Toscana,Siena
Villa Loggio,info@villaloggio.com,Toscana,Arezzo
Villa Mangiacane,reservation@mangiacane.com,Toscana,Firenze
Villa Montepaldi,info@villamontepaldi.it,Toscana,Firenze
Villa S. Andrea,info@villas-andrea.it,Toscana,Firenze
Villa S. Anna,info@villasantanna.it,Toscana,Siena
Villa Santo Stefano,info@villa-santostefano.it,Toscana,Lucca
Villa Vignamaggio,prodotti@vignamaggio.com,Toscana,Firenze
Villa a Sesta,info@villasesta.com,Toscana,Siena
Villa a Tolli,welcome@villaatolli.it,Toscana,Siena
Villa del Cigliano,info@villadelcigliano.it,Toscana,Firenze
Villa di Geggiano,vino@villadigeggiano.com,Toscana,Siena
Villa di Vetrice,info@villadivetrice.it,Toscana,Firenze
Arunda Vivaldi,info@arundavivaldi.it,Trentino Alto Adige,Bolzano
Azienda Agricola Balter,info@balter.it,Trentino Alto Adige,Trento
Azienda Agricola Barone a Prato,paolo@baroneaprato.com,Trentino Alto Adige,Trento
Azienda Agricola Bellaveder,info@bellaveder.it,Trentino Alto Adige,Trento
Azienda Agricola Bongiovanni,info@bongiovannilorenzo.com,Trentino Alto Adige,Trento
Azienda Agricola Castel Noarna,info@castelnoarna.com,Trentino Alto Adige,Trento
Azienda Agricola Cesconi,info@cesconi.it,Trentino Alto Adige,Trento
Azienda Agricola Conti Bossi Fedrigotti,vinifedrigotti@fedrigotti.it,Trentino Alto Adige,Trento
Azienda Agricola Dalzocchio Elisabetta,elisabetta@dalzocchio.it,Trentino Alto Adige,Trento
Azienda Agricola El Zeremia,info@elzeremia.it,Trentino Alto Adige,Trento
Azienda Agricola Filippi Mattia,info@mattiafilippi.it,Trentino Alto Adige,Trento
Azienda Agricola Fratelli Pisoni,info@pisonivini.it,Trentino Alto Adige,Trento
Azienda Agricola Gino Pedrotti,info@ginopedrotti.it,Trentino Alto Adige,Trento
Azienda Agricola Gorga Renzo,info@vinigorga.com,Trentino Alto Adige,Trento
Azienda Agricola Grigoletti,info@grigoletti.com,Trentino Alto Adige,Trento
Azienda Agricola Letrari,info@letrari.it,Trentino Alto Adige,Trento
Azienda Agricola Longariva,info@longariva.it,Trentino Alto Adige,Trento
Azienda Agricola Maso Bergamini,info@masobergamini.com,Trentino Alto Adige,Trento
Azienda Agricola Maso Martis,info@masomartis.it,Trentino Alto Adige,Trento
Azienda Agricola Menz Andreas,info@popphof.com,Trentino Alto Adige,Bolzano
Azienda Agricola Peter Dipoli,peterdipoli@finewines.it,Trentino Alto Adige,Bolzano
Azienda Agricola Simoncelli Armando,info@simoncelli.it,Trentino Alto Adige,Trento
Azienda Agricola Soini Quinto,info@soini.it,Trentino Alto Adige,Bolzano
Azienda Agricola Stroblhof,hotel@stroblhof.it,Trentino Alto Adige,Bolzano
Azienda Agricola Unterortl,info@unterortl.it,Trentino Alto Adige,Bolzano
Azienda Agricola Vallarom,info@vallarom.it,Trentino Alto Adige,Trento
Azienda Agricola Villa Piccola,cantinavillapiccola@gmail.com,Trentino Alto Adige,Trento
Azienda Agricola Zanini,info@zaniniluigi.com,Trentino Alto Adige,Trento
Azienda Vinicola Castelfeder,info@castelfeder.it,Trentino Alto Adige,Bolzano
Azienda Vinicola Egger,egger@suedtirolerwein.de,Trentino Alto Adige,Bolzano
Azienda Vinicola Fratelli Dorigati,vini@dorigati.it,Trentino Alto Adige,Trento
Azienda Vinicola Gaierhof,informazioni@gaierhof.com,Trentino Alto Adige,Trento
Azienda Vinicola Niedermayr Josef,info@niedermayr.it,Trentino Alto Adige,Bolzano
Azienda Vinicola Sandri Arcangelo,info@arcangelosandri.it,Trentino Alto Adige,Trento
Azienda Vitivinicola Alessandro Secchi,info@secchivini.it,Trentino Alto Adige,Trento
Azienda Vitivinicola Grigolli Bruno,info@grigollibruno.it,Trentino Alto Adige,Trento
Bolognani,info@bolognani.com,Trentino Alto Adige,Trento
Braunbach,info@braunbach.it,Trentino Alto Adige,Bolzano
Campo Maseri,info@villadevarda.com,Trentino Alto Adige,Trento
Cantina Brigl Josef,brigl@brigl.com,Trentino Alto Adige,Bolzano
Cantina Gummerhof Malojer,info@malojer.it,Trentino Alto Adige,Bolzano
Cantina La Vis,cantina@la-vis.com,Trentino Alto Adige,Trento
Cantina Lun,contact@lun.it,Trentino Alto Adige,Bolzano
Cantina Madonna delle Vittorie,info@madonnadellevittorie.it,Trentino Alto Adige,Trento
Cantina Merano Burggräfler,info@cantinamerano.it,Trentino Alto Adige,Bolzano
Cantina Mori Colli Zugna,info@cantinamoricollizugna.it,Trentino Alto Adige,Trento
Cantina Muri-Gries,muri-gries-kg@muri-gries.com,Trentino Alto Adige,Bolzano
Cantina Pfitscher,info@pfitscher.it,Trentino Alto Adige,Bolzano
Cantina Ritterhof,info@ritterhof.it,Trentino Alto Adige,Bolzano
Cantina Rotaliana,info@cantinarotaliana.it,Trentino Alto Adige,Trento
Cantina Sociale Roverè della Luna,info@csrovere1919.it,Trentino Alto Adige,Trento
Cantina Sociale di Avio,info@viticoltoriinavio.it,Trentino Alto Adige,Trento
Cantina d&#039;Isera,info@cantinaisera.it,Trentino Alto Adige,Trento
Cantine Ferrari,info@ferraritrento.it,Trentino Alto Adige,Trento
Cantine Monfort,info@cantinemonfort.it,Trentino Alto Adige,Trento
Cantine Vallis Agri,info@vivallis.it,Trentino Alto Adige,Trento
Casa Girelli,info@casagirelli.it,Trentino Alto Adige,Trento
Casa Vitivinicola Endrizzi,info@endrizzi.it,Trentino Alto Adige,Trento
Castel Katzenzungen,info@castel.katzenzungen.com,Trentino Alto Adige,Bolzano
Castel Sallegg,info@castelsallegg.it,Trentino Alto Adige,Bolzano
Castello Rametz,info@rametz.com,Trentino Alto Adige,Bolzano
Cembra Cantina di Montagna,info@cembracantinadimontagna.com,Trentino Alto Adige,Trento
Concilio,concilio@concilio.it,Trentino Alto Adige,Trento
De Vescovi Ulzbach,info@devescoviulzbach.it,Trentino Alto Adige,Trento
Erste+Neue,info@erste-neue.it,Trentino Alto Adige,Bolzano
Klosterhof,info@klosterhof.it,Trentino Alto Adige,Bolzano
Kupelwieser,info@kupelwieser.it,Trentino Alto Adige,Bolzano
La Cadalora,info@lacadalora.com,Trentino Alto Adige,Trento
Lagertal,info@lagertal.com,Trentino Alto Adige,Trento
Lieselehof,info@lieselehof.com,Trentino Alto Adige,Bolzano
Marco Donati,info@cantinadonatimarco.it,Trentino Alto Adige,Trento
Markus Prackwieser Gump Hof,info@gumphof.it,Trentino Alto Adige,Bolzano
Maso Cantanghel,info@masocantanghel.eu,Trentino Alto Adige,Trento
Maso Michei,info@masomichei.com,Trentino Alto Adige,Trento
Messnerhof,info@messnerhof.net,Trentino Alto Adige,Bolzano
Pacherhof,wein@pacherhof.com,Trentino Alto Adige,Bolzano
Pfeil Franz,info@kraenzelhof.it,Trentino Alto Adige,Bolzano
Pohl Hubert,info@koefelgut.com,Trentino Alto Adige,Bolzano
Pojer &amp; Sandri,info@pojeresandri.it,Trentino Alto Adige,Trento
Pranzegg,info@pranzegg.com,Trentino Alto Adige,Bolzano
Pratzner Franz,info@falkenstein.bz,Trentino Alto Adige,Bolzano
Roner,info@roner.com,Trentino Alto Adige,Bolzano
San Michael,info@spumante-sanmichael.it,Trentino Alto Adige,Trento
Seeperle,info@seeperle.com,Trentino Alto Adige,Bolzano
Spagnolli,enricospagnolli@vinispagnolli.it,Trentino Alto Adige,Trento
Taschlerhof,wachtler.peter@taschlerhof.com,Trentino Alto Adige,Bolzano
Tenuta Ebner,info@weingutebner.it,Trentino Alto Adige,Bolzano
Tenuta Klaus Lentsch,info@klauslentsch.eu,Trentino Alto Adige,Bolzano
Tenuta Maso Corno,info@tenutamasocorno.it,Trentino Alto Adige,Trento
Tenuta Oxenreiter,info@oxenreiter.it,Trentino Alto Adige,Bolzano
Tenuta Peter Sölva &amp; Söhne,info@soelva.com,Trentino Alto Adige,Bolzano
Tenuta Rohregger,info@rohregger.it,Trentino Alto Adige,Bolzano
Tenuta Thomas Niedermayr,info@thomas-niedermayr.com,Trentino Alto Adige,Bolzano
Tenuta Thurnhof,info@thurnhof.com,Trentino Alto Adige,Bolzano
Tenuta Vitivinicola Koefererhof,info@koefererhof.it,Trentino Alto Adige,Bolzano
Terre del Lagorai,info@terredellagorai.it,Trentino Alto Adige,Trento
Thomas Mayr,info@thomasmayr.com,Trentino Alto Adige,Bolzano
Thomas Pichler,info@thomas-pichler.it,Trentino Alto Adige,Bolzano
Torboli Vini,torboli@torboli.it,Trentino Alto Adige,Trento
Tröpfltalhof,wein@bioweinhof.it,Trentino Alto Adige,Bolzano
Vignaiolo Fanti,info@vignaiolofanti.it,Trentino Alto Adige,Trento
Weger Josef,info@wegerhof.it,Trentino Alto Adige,Bolzano
Weingut Abraham,info@weingutabraham.it,Trentino Alto Adige,Bolzano
Zemmer Peter,info@peterzemmer.com,Trentino Alto Adige,Bolzano
de Tarczal,info@detarczal.com,Trentino Alto Adige,Trento
Azienda Agricola Cartafina,info@vinisantafrancesca.it,Umbria,Terni
Lamboghini,info@lamborghiniwine.it,Umbria,Perugia
Madonna Alta,s.ferraro@tenutaferraro.com,Umbria,Perugia
Tenuta Affaitati,tenutaaffaitati@gmail.com,Umbria,Terni
Tenuta Corini,tenutacorini@yahoo.it,Umbria,Terni
Institut Agricole Régional,cave@iaraosta.it,Valle Daosta,Aosta
47 Anno Domini,info@47annodomini.it,Veneto,Treviso
Abbazia di Praglia,cantina@praglia.it,Veneto,Padova
Accordini Igino,info@accordini.it,Veneto,Verona
Accordini Stefano,visit@accordinistefano.com,Veneto,Verona
Adami Spumanti,info@adamispumanti.it,Veneto,Treviso
Adriana Zambon,info@adrianazambon.com,Veneto,Treviso
Ager Patris,sales@agerpatris.com,Veneto,Treviso
Agriccolò,niccolo@agriccolo.it,Veneto,Treviso
Agricola Bosco del Corner,info@vini-bosco-corner.com,Veneto,Treviso
Agricola Franchini,info@franchinivini.com,Veneto,Verona
Albino Piona,info@albinopiona.it,Veneto,Verona
Aldegheri,info@cantinealdegheri.it,Veneto,Verona
Alla Costiera,allacostiera@gmail.com,Veneto,Padova
Andrea Canello,info@canello.com,Veneto,Treviso
Antolini Pier Paolo e Stefano,info@antolinivini.it,Veneto,Verona
Antonio Facchin &amp; Figli,info@antoniofacchin.com,Veneto,Treviso
Antonio Rigoni,ceretti.alessandro@gmail.com,Veneto,Treviso
Ardenghi,info@proseccoardenghi.it,Veneto,Treviso
Aziena Agricola Marchesini Marcello,info@marcellomarchesini.it,Veneto,Verona
Azienda Agricola Adami Aldo,aldoadami@cantinaaldoadami.com,Veneto,Verona
Azienda Agricola Adelaide,info@proseccocorazzin.com,Veneto,Treviso
Azienda Agricola Ai Galli,aigalli@tin.it,Veneto,Venezia
Azienda Agricola Anselmi Roberto,anselmi@anselmi.eu,Veneto,Verona
Azienda Agricola Armani Albino,info@albinoarmani.com,Veneto,Verona
Azienda Agricola Balestri Valda,info@vinibalestrivalda.com,Veneto,Verona
Azienda Agricola Baltieri,info@baltieri.it,Veneto,Verona
Azienda Agricola Barchessa Loredan,info@barchessaloredan.it,Veneto,Treviso
Azienda Agricola Barollo,info@barollo.com,Veneto,Treviso
Azienda Agricola Bellussi Agostino e Lamberto,info@labellussera.com,Veneto,Treviso
Azienda Agricola Benazzoli Fulvio,info@benazzoli.com,Veneto,Verona
Azienda Agricola Benotto,info@benottoprosecco.com,Veneto,Treviso
Azienda Agricola Bertoldi,info@cantinebertoldi.it,Veneto,Verona
Azienda Agricola Biasiotto,info@vinibiasiotto.it,Veneto,Belluno
Azienda Agricola Bigagnoli,info@bigagnoliwines.com,Veneto,Verona
Azienda Agricola Bisol,bisol@bisol.it,Veneto,Treviso
Azienda Agricola Bogoni Carlo,info@bogoniwine.com,Veneto,Verona
Azienda Agricola Bolzonello Luigi,villabolzonello@libero.it,Veneto,Treviso
Azienda Agricola Bonazzi,info@bonazziwine.it,Veneto,Verona
Azienda Agricola Bondi,info@aziendaagricolabondi.it,Veneto,Verona
Azienda Agricola Bortolin Alessandro,info@alessandrobortolin.com,Veneto,Treviso
Azienda Agricola Boscaini Carlo,vini@boscainicarlo.it,Veneto,Verona
Azienda Agricola Brancher,mail@brancher.tv,Veneto,Treviso
Azienda Agricola Bressan Daniele,info@bressandaniele.it,Veneto,Treviso
Azienda Agricola Brunelli Luigi,info@brunelliwine.com,Veneto,Verona
Azienda Agricola Ca&#039; La Bionda,calabionda@libero.it,Veneto,Verona
Azienda Agricola Ca&#039; Lustra,info@calustra.it,Veneto,Padova
Azienda Agricola Ca&#039; Piadera,info@capiadera.com,Veneto,Treviso
Azienda Agricola Ca&#039; Salina,info@casalinaprosecco.it,Veneto,Treviso
Azienda Agricola Callegari Roberto,info@callegariroberto.com,Veneto,Treviso
Azienda Agricola Campion,info@campionspumanti.it,Veneto,Treviso
Azienda Agricola CampoReale,info@camporealevini.it,Veneto,Verona
Azienda Agricola Carpenese Cirillo,info@vinicarpanese.it,Veneto,Padova
Azienda Agricola Casa Roma,info@casaroma.com,Veneto,Treviso
Azienda Agricola Castello Carboncine,carboncine4@gmail.com,Veneto,Treviso
Azienda Agricola Cecchetto Giorgio,info@rabosopiave.com,Veneto,Treviso
Azienda Agricola Cecchin Renato,info@casacecchin.it,Veneto,Vicenza
Azienda Agricola Cepol,info@cepol.eu,Veneto,Treviso
Azienda Agricola Codi,agricolacrodi@libero.it,Veneto,Treviso
Azienda Agricola Coffele Alberto,info@coffele.it,Veneto,Verona
Azienda Agricola Colli Asolani,info@colliasolani.it,Veneto,Treviso
Azienda Agricola Collovini,collov@tiscalinet.it,Veneto,Venezia
Azienda Agricola Colvendrà,info@colvendra.it,Veneto,Treviso
Azienda Agricola Conati,marco@agricolaconati.com,Veneto,Verona
Azienda Agricola Corrà Giovanni,info@corra-giovanni.com,Veneto,Venezia
Azienda Agricola Corte Fornello,info@cortefornello.com,Veneto,Verona
Azienda Agricola Corte Gonella,info@cortegonella.it,Veneto,Verona
Azienda Agricola Corte Marzago,info@cortemarzago.com,Veneto,Verona
Azienda Agricola Corte Rugolin,info@corterugolin.it,Veneto,Verona
Azienda Agricola Corte Sant&#039;Alda,info@camerani.wine,Veneto,Verona
Azienda Agricola Corte Sant&#039;Arcadio,info@cortesantarcadio.it,Veneto,Verona
Azienda Agricola Corvezzo,info@corvezzo.it,Veneto,Treviso
Azienda Agricola Cottini Marco,info@cottinimarco.it,Veneto,Verona
Azienda Agricola Cà Bottura,info@cabottura.it,Veneto,Verona
Azienda Agricola Da Ros Angelo,info@angelodaros.it,Veneto,Treviso
Azienda Agricola Dal Bosco Giulietta,info@sisure.it,Veneto,Verona
Azienda Agricola De Bruno,info@sandrodebruno.it,Veneto,Verona
Azienda Agricola De Riz Luca,info@proseccoderiz.it,Veneto,Treviso
Azienda Agricola De Stefani,info@de-stefani.it,Veneto,Treviso
Azienda Agricola Dea,info@dearivalta.it,Veneto,Treviso
Azienda Agricola Degani,info@deganivini.it,Veneto,Verona
Azienda Agricola Durante,info@durantevini.it,Veneto,Treviso
Azienda Agricola Eredi Scala Ernesto,info@viniscala.it,Veneto,Venezia
Azienda Agricola Farina F.lli,info@farinawines.com,Veneto,Verona
Azienda Agricola Fasoli Gino,fasoligino@fasoligino.com,Veneto,Verona
Azienda Agricola Ferragù Carlo,info@ferragu.it,Veneto,Verona
Azienda Agricola Filippini,info@cantinafilippini.com,Veneto,Verona
Azienda Agricola Firmino Miotti,info@firminomiotti.it,Veneto,Vicenza
Azienda Agricola Fongaro Guerrino,info@fongarospumanti.it,Veneto,Verona
Azienda Agricola Fratelli Bonazzi,bonazzi.badin@tin.it,Veneto,Verona
Azienda Agricola Fratelli Collavo,info@fratellicollavo.com,Veneto,Treviso
Azienda Agricola Fumanelli,info@squarano.com,Veneto,Verona
Azienda Agricola Furlan Pietro &amp; Figli,info@furlanvini.com,Veneto,Treviso
Azienda Agricola Giarola Umberto,info@vinigiarola.com,Veneto,Verona
Azienda Agricola Giol,info@giolitalia.it,Veneto,Treviso
Azienda Agricola Gorgo,gorgo@cantinagorgo.com,Veneto,Verona
Azienda Agricola Gregoletto,info@gregoletto.com,Veneto,Treviso
Azienda Agricola Introvigne Antonio,vini.introvigne@gmail.com,Veneto,Treviso
